BGE,BP,BR,rgrowth,renzyme,rmaint,rassim,ruptake,rdreserve,isolate,class,phylum,response,genomesize,monomer,ontology,rho,Vmax,KD,yield,kE,yEV,aX
0.5916597697529987,7.888702296167363e-9,2.9617529526476572e-9,0.059212898474765,0.0004569915239510946,0.010642831837119523,0.0013655930602820916,0.0018207907470427888,0.08145636965329041,Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,6679185,2-aminoisobutyric acid ,Amino acids,0.003192071535322798,0.03413187197768359,0.008627159069722811,0.25,0.9907577927636582,1.2687762783132508,0.00771776987316121
0.38074355617487526,3.1925556588856956e-8,1.684607277137154e-8,0.12731803393699956,0.0004186356669693529,0.0001932334988579465,0.001126011313094048,0.0015013484174587308,0.13690219749530638,Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,5377210,2-aminoisobutyric acid ,Amino acids,0.021797178880444367,0.26193562616012384,0.03781671170055238,0.25,2.2477286136540786,2.2709811740999424,0.003288109736099957
0.4753498132370389,1.560387629267357e-8,7.346933442729263e-9,0.09750986336477532,0.0002251168934570036,0.0003541217816592587,0.0012113069655787369,0.0016150759541049826,0.10052357383148079,Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,5177578,2-aminoisobutyric acid ,Amino acids,0.006836428851024628,0.08671239790458576,0.011892419847277994,0.25,1.69596609104671,1.643835616438356,0.002308657664864756
0.5903251891901207,7.44749481249932e-9,3.2132367337718945e-9,0.05781378212036745,8.465474383777705e-5,0.015077620737766481,0.001369264431877945,0.0018256859091705933,0.07150570898852375,Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6972827,2-aminoisobutyric acid ,Amino acids,0.0029887865335229535,0.031773397625518576,0.008646114557083924,0.25,1.088478186013862,1.2687762783132508,0.0014642657984479742
0.590506563987971,7.873334699155097e-9,3.3513772097786893e-9,0.060674209895971803,0.00011553020723161675,0.018067957657757226,0.0013778394057702482,0.0018371192076936643,0.07222945705640367,Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,7193102,2-aminoisobutyric acid ,Amino acids,0.00317475268626521,0.033627991997868235,0.009529875132472729,0.25,1.1326637389803507,1.2687762783132508,0.0019041073205517832
0.5940594888785853,9.416452278000283e-9,3.2405949141201974e-9,0.06853918622595223,0.0001155632376415505,0.010578624008759184,0.0014018187521977227,0.0018690916695969636,0.0780303293537762,Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,6793945,2-aminoisobutyric acid ,Amino acids,0.0037961313855042612,0.04033144768996936,0.010313364116620654,0.25,1.1875567207318467,1.2687762783132508,0.0016860900166012288
0.441952029748889,1.4026586496866561e-8,1.1270324345940035e-8,0.09428150809225684,0.00016851872930559035,0.004529156820126706,0.0011563691775967218,0.0015418255701289624,0.09770394936747842,Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,7244804,2-aminoisobutyric acid ,Amino acids,0.008106590573943251,0.08357493483342619,0.02298857629494031,0.25,1.8018828768112505,1.7623578889729934,0.0017873995942098266
0.5855790682985675,7.415229563999112e-9,3.672018145971091e-9,0.05816536235228741,0.00042102055451947014,0.0031810559827590737,0.0015415104408888734,0.0020553472545184978,0.04636606097759333,Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,5642219,2-aminoisobutyric acid ,Amino acids,0.0029326637861729304,0.03107363040700106,0.00636870995859511,0.25,1.6624263683109595,1.2687762783132508,0.007238338033028915
0.4672248076105908,1.2315260764244992e-8,5.7240643328044705e-9,0.07797031191732577,0.00041965037667020895,9.541635263459994e-5,0.001237782595194538,0.0016503767935927172,0.07600627915654246,Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,4210445,2-aminoisobutyric acid ,Amino acids,0.005253515776249514,0.06726041237476518,0.007040073938037842,0.25,1.773422708309495,1.643835616438356,0.005382181581050703
0.523949563395735,8.884370725649854e-9,3.6837117390091602e-9,0.06313193341844876,0.0002885618798125179,0.00026440871885484646,0.0013089224646233534,0.0017452299528311378,0.0636974871111223,Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,4467545,2-aminoisobutyric acid ,Amino acids,0.003268388845621939,0.042313558049858015,0.005136646400635953,0.25,1.496936862172548,1.4398745025029083,0.004570775266771613
0.5214078185248066,6.174254226604999e-9,3.071999580644873e-9,0.0468470426971711,9.991144630712075e-5,0.0008394291794305122,0.001200502837054087,0.0016006704494054495,0.06601616602587852,Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,4904121,2-aminoisobutyric acid ,Amino acids,0.0027118079424364493,0.02963437349965672,0.004980655065161583,0.25,1.071066953253495,1.4398745025029083,0.0021327161877211513
0.5876005087067968,6.2263124452266e-9,2.814303956836606e-9,0.049179240431690585,0.00012111142852695853,0.006349594416962067,0.0013652540881771212,0.0018203387842361618,0.06027057229518408,Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6067264,2-aminoisobutyric acid ,Amino acids,0.002454530461748853,0.026380529647123098,0.0060440591738169375,0.25,1.088478186013862,1.2687762783132508,0.0024626534989937664
0.4601513940482721,8.366041667337601e-9,6.205256714777214e-9,0.06123160705189806,0.00044027754582875094,0.0007511557679682551,0.001157482229269771,0.0015433096390263612,0.06800952062431212,Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,5264264,2-aminoisobutyric acid ,Amino acids,0.004259696621048281,0.04559877240614874,0.007977543738944489,0.25,1.5523212035205483,1.643835616438356,0.0071903640460650505
0.4551001461895221,1.3209846982529523e-8,7.949290572008227e-9,0.08768586768733769,0.0003377410124826296,0.0003916033033483822,0.0011730183638728109,0.001564024485163748,0.09230446519564581,Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,5236918,2-aminoisobutyric acid ,Amino acids,0.005950775950402447,0.07533764580807925,0.010657332750421614,0.25,1.7132422293119067,1.7043361957598753,0.003851715463282132
0.48601231044686627,1.105945119134578e-8,5.282544742629057e-9,0.07530093023618499,0.00019525430459910008,0.0002474048627541305,0.0011933278642760332,0.0015911038190347109,0.08432082107254044,Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,4705879,2-aminoisobutyric acid ,Amino acids,0.004512342992472194,0.0582358353513694,0.0071892217342884104,0.25,1.4902886097811696,1.58023989156911,0.002592986620307021
0.4579551193294508,1.56976395577464e-8,7.861048442806379e-9,0.0948755913218459,0.0002829779668834376,0.00029744971600711024,0.001230559704638299,0.0016407462728510653,0.09163263659146734,Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,5093035,2-aminoisobutyric acid ,Amino acids,0.007159141962003814,0.08991112888092685,0.012111849789882159,0.25,1.8650105792362643,1.7043361957598753,0.0029826213775415965
